movie_title,available_globally,viewing_hours,release_month,runtime,runtime_category,genre,language,country,imdb_rating,type,total_seasons,gn_drama,gn_action,gn_fantasy,gn_mystery,gn_talk-show,gn_unknown,gn_news,gn_war,gn_film-noir,gn_horror,gn_crime,gn_thriller,gn_romance,gn_musical,gn_reality-tv,gn_biography,gn_comedy,gn_short,gn_sci-fi,gn_western,gn_history,gn_adventure,gn_documentary,gn_music,gn_family,gn_adult,gn_game-show,gn_animation,gn_sport,lg_english,lg_other,lg_spanish,lg_japanese,lg_french,ct_united_states,ct_other,ct_united_kingdom,ct_japan,ct_france,type_encoded
Carter ,1,11900000,8,132,Long,"Action, Thriller","Korean, English",South Korea,5.1,movie,1.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
Do Do Sol Sol La La Sol ,1,11900000,12,60,Medium,"Comedy, Drama, Music",Korean,South Korea,7.3,series,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
Galinha Pintadinha Mini,0,11900000,1,30,Short,"Animation, Family, Fantasy",Other,Brazil,6.505001765151035,series,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
Gigantosaurus,0,11900000,1,22,Short,Animation,English,France,6.7,series,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1
Heartland (2007),0,11900000,7,93,Feature Long,Unknown,Other,Other,6.501412134757551,movie,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Heartland (2007),0,11900000,7,93,Feature Long,Unknown,Other,Other,6.501412134757551,movie,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Ikebukuro West Gate Park (2000) ,0,11900000,7,93,Feature Long,Unknown,Other,Other,6.501412134757551,movie,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
John Mulaney: Baby J,1,11900000,4,80,Medium Long,"Documentary, Comedy",English,United States,7.5,movie,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Love (ft. Marriage and Divorce) ,1,11900000,7,93,Feature Long,Unknown,Other,Other,6.429757276815141,movie,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
No Escape (2015),0,11900000,7,93,Feature Long,Unknown,Other,Other,6.501412134757551,movie,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Octonauts,0,11900000,10,11,Short,"Animation, Adventure, Comedy",English,"United States, Ireland, United Kingdom",7.6,series,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1
Rurouni Kenshin: The Beginning ,1,11900000,7,93,Feature Long,Unknown,Other,Other,6.429757276815141,movie,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Smother-in-Law ,1,11900000,4,30,Short,Comedy,Portuguese,Brazil,4.6,series,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
SpongeBob SquarePants,0,11900000,5,23,Short,"Animation, Comedy, Family","English, Irish Gaelic, Korean","United States, Japan, Canada, Australia",8.2,series,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,1,0,1
The Letter for the King,1,11900000,3,2,Short,"Action, Adventure, Family",English,United Kingdom,6.0,series,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
The Woman in the House Across the Street from the Girl in the Window: Limited Series,1,11900000,7,93,Feature Long,Unknown,Other,Other,6.429757276815141,movie,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Tidelands,1,11900000,12,60,Medium,"Crime, Drama, Fantasy",English,Australia,6.8,series,1.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
72 Dangerous Animals: Latin America: Limited Series,1,11800000,7,93,Feature Long,Unknown,Other,Other,6.429365966238152,movie,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Arrow,0,11800000,10,42,Medium,"Action, Adventure, Crime","English, Greek, Arabic, Russian, Chinese, Spanish, Japanese",United States,7.5,series,8.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1
Battleship,0,11800000,5,131,Long,"Action, Adventure, Sci-Fi","English, Japanese","United States, Japan",5.8,movie,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
Cine Gibi: Turma da Mônica CineGibi,0,11800000,7,93,Feature Long,Unknown,Other,Other,6.501020824180562,movie,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Good Witch,0,11800000,2,35,Medium,"Comedy, Drama, Fantasy",English,"Canada, United States",7.3,series,7.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1
Green Eggs and Ham,1,11800000,11,2,Short,"Animation, Adventure, Comedy",English,United States,8.1,series,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
Keeping Up with the Kardashians,0,11800000,10,1,Short,"Family, Reality-TV","English, Spanish",United States,2.9,series,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
London Has Fallen,0,11800000,3,99,Feature Long,"Action, Thriller","English, Italian, French, Japanese","United States, United Kingdom, Bulgaria",5.9,movie,1.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0
Lottie Dottie Chicken: 2ª temporada ,0,11800000,7,93,Feature Long,Unknown,Other,Other,6.501020824180562,movie,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
One More Time,1,11800000,4,98,Feature Long,"Comedy, Drama, Music",English,United States,5.0,movie,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"Pepsi, Where's My Jet?: Limited Series",1,11800000,7,93,Feature Long,Unknown,Other,Other,6.429365966238152,movie,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Rugal ,1,11800000,3,33,Medium,"Action, Crime, Sci-Fi",Korean,South Korea,6.3,series,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
Self Made: Inspired by the Life of Madam C.J. Walker: Limited Series,1,11800000,7,93,Feature Long,Unknown,Other,Other,6.429365966238152,movie,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
The Last Days of American Crime,1,11800000,6,148,Long,"Action, Crime, Drama",English,United States,3.8,movie,1.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Ava,0,11700000,9,96,Feature Long,"Action, Drama, Thriller","English, German, French, Chinese",United States,5.4,movie,1.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
Barbie Dolphin Magic,0,11700000,9,61,Medium Long,"Animation, Adventure, Family, Fantasy",English,"USA, Canada",5.7,movie,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
Blade Runner 2049,0,11700000,10,164,Long,"Action, Drama, Mystery","English, Finnish, Japanese, Hungarian, Russian, Somali, Spanish","United States, United Kingdom, Canada, Spain",8.0,movie,1.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0
Catching Killers,1,11700000,11,1,Short,"Documentary, Crime, Mystery",English,United States,7.2,series,3.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
Dark,1,11700000,12,60,Medium,"Crime, Drama, Mystery",German,"Germany, United States",8.7,series,3.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1
Gotham,0,11700000,9,42,Medium,"Action, Crime, Drama","English, Russian, Italian, French, Spanish, Arabic",United States,7.8,series,5.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1
Intrusion,1,11700000,9,92,Feature Long,"Action, Drama, Mystery",English,United States,5.3,movie,1.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
iNumber Number: Jozi Gold,1,11700000,6,113,Feature Long,"Action, Adventure, Crime",Other,South Africa,4.3,movie,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Let's Get Divorced ,0,11700000,6,30,Short,"Comedy, Drama, Romance",Japanese,Japan,6.7,series,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
Moneyball (2011),0,11700000,7,93,Feature Long,Unknown,Other,Other,6.500629513603572,movie,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Shadowhunters: The Mortal Instruments,0,11700000,7,93,Feature Long,Unknown,Other,Other,6.500629513603572,movie,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Siren: Survive the Island ,1,11700000,5,30,Short,"Game-Show, Reality-TV",Korean,South Korea,8.1,series,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
The Good Bandit ,0,11700000,6,30,Short,"Comedy, Crime, Drama",Spanish,Colombia,6.8,series,1.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
The Lord of the Rings: The Two Towers,0,11700000,12,179,Long,"Action, Adventure, Drama","English, Sindarin, Old English","New Zealand, United States",8.8,movie,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0
The Ranch: Part 2,1,11700000,7,93,Feature Long,Unknown,Other,Other,6.428974655661163,movie,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
The Trial ,1,11700000,12,119,Feature Long,"Drama, Mystery, Thriller",English,"France, Italy, West Germany",7.7,movie,1.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
Uncle from Another World ,0,11700000,7,30,Short,"Animation, Adventure, Comedy",Japanese,Japan,7.4,series,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
7 Women and a Murder ,1,11600000,12,82,Medium Long,"Comedy, Crime, Mystery",Italian,Italy,5.4,movie,1.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Big Mouth,1,11600000,9,30,Short,"Animation, Comedy, Romance",English,United States,7.8,series,8.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
Brotherhood ,1,11600000,7,60,Medium,"Crime, Drama",English,United States,7.7,series,3.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
Free Rein,1,11600000,6,26,Short,"Action, Adventure, Comedy",English,United States,7.2,series,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
Glitch,1,11600000,10,3,Short,"Drama, Horror, Sci-Fi","English, Italian",Australia,7.2,series,3.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
"Hi Bye, Mama! ",1,11600000,2,70,Medium Long,"Comedy, Drama, Fantasy",Korean,South Korea,7.9,series,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
LEGO Ninjago: Dragons Rising,0,11600000,7,93,Feature Long,Unknown,Other,Other,6.5002382030265835,movie,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
My Roommate Is a Gumiho ,0,11600000,9,30,Short,"Comedy, Fantasy, Romance",Korean,South Korea,7.7,series,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
No Manches Frida,0,11600000,9,114,Feature Long,"Comedy, Romance",Spanish,"United States, Mexico, Germany",5.5,movie,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
ONE PIECE: Entering into the Grand Line ,0,11600000,7,93,Feature Long,Unknown,Other,Other,6.5002382030265835,movie,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Open Season (2006),0,11600000,9,102,Feature Long,Unknown,Other,Other,6.467726418186839,movie,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Operation Finale,1,11600000,8,122,Long,"Biography, Drama, History","English, Spanish, French, German, Hebrew, Arabic",United States,6.6,movie,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0
The Mindy Project,0,11600000,9,30,Short,Comedy,English,United States,7.5,series,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
Too Hot to Handle,1,11600000,4,38,Medium,"Game-Show, Reality-TV, Romance",English,"United States, United Kingdom",4.7,series,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1
Alien TV,1,11500000,8,30,Short,"Animation, Comedy, Family",English,Other,6.4,series,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
Daughter From Another Mother ,1,11500000,1,2,Short,"Comedy, Drama",Spanish,Mexico,7.3,series,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
Diary of a Mad Black Woman,0,11500000,2,116,Feature Long,"Comedy, Drama, Romance",English,United States,5.7,movie,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
El príncipe,0,11500000,2,75,Medium Long,"Drama, Thriller",Spanish,Spain,7.3,series,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
Ghost Rider,0,11500000,2,110,Feature Long,"Action, Fantasy, Thriller",English,"United States, Australia",5.3,movie,1.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
Grease,0,11500000,6,110,Feature Long,"Comedy, Musical, Romance",English,United States,7.2,movie,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Hunter X Hunter (2011) ,0,11500000,7,93,Feature Long,Unknown,Other,Other,6.499846892449594,movie,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Kid-E-Cats,0,11500000,10,5,Short,"Animation, Short, Adventure","Russian, English",Russia,6.8,series,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1
Leap Year (2010),0,11500000,7,93,Feature Long,Unknown,Other,Other,6.499846892449594,movie,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Love Is Blind: Brazil ,1,11500000,10,30,Short,"Reality-TV, Romance",Portuguese,Brazil,6.2,series,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
Marco Polo,1,11500000,12,2,Short,"Action, Adventure, Drama","English, Cantonese, Mandarin, Mongolian, Persian, Italian, Uighur, Arabic",United States,8.0,series,2.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1
Mean Girls,0,11500000,4,97,Feature Long,Comedy,"English, German, Vietnamese, Swahili","United States, Canada",7.1,movie,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0
ONE PIECE: Sky Island: The Golden Bell ,0,11500000,7,93,Feature Long,Unknown,Other,Other,6.499846892449594,movie,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Somebody ,1,11500000,11,30,Short,"Crime, Drama, Thriller",Korean,South Korea,6.0,series,1.0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
Someone Borrowed ,1,11500000,10,107,Feature Long,"Comedy, Romance",Portuguese,Brazil,5.7,movie,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Supergirl,0,11500000,10,43,Medium,"Action, Adventure, Drama",English,United States,6.2,series,6.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
The Boss Baby: Back in Business,1,11500000,4,1,Short,"Animation, Adventure, Comedy","English, Mandarin, French, Cantonese, Spanish",United States,6.5,series,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,1
The Curse of Bridge Hollow,1,11500000,10,89,Medium Long,"Adventure, Comedy, Family",English,United States,5.6,movie,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
The Do-Over,1,11500000,5,108,Feature Long,"Action, Adventure, Comedy",English,United States,5.7,movie,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
The Perfect Mother ,1,11500000,8,30,Short,"Drama, Thriller","French, German","Belgium, Germany, France",5.9,series,1.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1
The UnXplained with William Shatner,0,11500000,7,93,Feature Long,Unknown,Other,Other,6.499846892449594,movie,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Whindersson Nunes: Preaching to the Choir ,1,11500000,7,93,Feature Long,Unknown,Other,Other,6.428192034507185,movie,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Young Sheldon,0,11500000,9,30,Short,Comedy,English,United States,7.6,series,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
Alexa & Katie: Part 4,1,11400000,7,93,Feature Long,Unknown,Other,Other,6.427800723930195,movie,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
American Assassin,0,11400000,9,111,Feature Long,"Action, Thriller","English, Spanish, Arabic, Polish, Turkish, Russian, Italian, Persian",United States,6.2,movie,1.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0
Battlebots (2015),0,11400000,7,93,Feature Long,Unknown,Other,Other,6.499455581872605,movie,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Chilling Adventures of Sabrina: Part 3,1,11400000,7,93,Feature Long,Unknown,Other,Other,6.427800723930195,movie,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Colors of Love,0,11400000,2,85,Medium Long,"Drama, Romance",English,Canada,5.6,movie,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Dragons: Race to the Edge,0,11400000,6,1,Short,"Animation, Action, Adventure",English,United States,8.2,series,6.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
House of Cards,0,11400000,2,51,Medium,Drama,English,United States,8.6,series,6.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
Misaeng: Incomplete Life ,1,11400000,7,93,Feature Long,Unknown,Other,Other,6.427800723930195,movie,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
My Magic Pet Morphle,1,11400000,7,93,Feature Long,Unknown,Other,Other,6.427800723930195,movie,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Supernatural (2005),0,11400000,7,93,Feature Long,Unknown,Other,Other,6.499455581872605,movie,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
The Benchwarmers,0,11400000,4,85,Medium Long,"Comedy, Sport","English, Spanish",United States,5.5,movie,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0
The Empress Ki ,0,11400000,10,30,Short,"Action, Drama, Romance",Korean,South Korea,8.4,series,1.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
The Grudge (2020),0,11400000,7,93,Feature Long,Unknown,Other,Other,6.499455581872605,movie,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
The Kings of the World ,0,11400000,1,103,Feature Long,"Adventure, Drama",Spanish,"Colombia, Luxembourg, France, Mexico, Norway",7.0,movie,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
