movie_title,available_globally,viewing_hours,release_month,runtime,runtime_category,genre,language,country,imdb_rating,type,total_seasons,gn_drama,gn_action,gn_fantasy,gn_mystery,gn_talk-show,gn_unknown,gn_news,gn_war,gn_film-noir,gn_horror,gn_crime,gn_thriller,gn_romance,gn_musical,gn_reality-tv,gn_biography,gn_comedy,gn_short,gn_sci-fi,gn_western,gn_history,gn_adventure,gn_documentary,gn_music,gn_family,gn_adult,gn_game-show,gn_animation,gn_sport,lg_english,lg_other,lg_spanish,lg_japanese,lg_french,ct_united_states,ct_other,ct_united_kingdom,ct_japan,ct_france,type_encoded
S Storm ,0,200000,9,95,Feature Long,"Action, Crime","English, Cantonese, Mandarin","Hong Kong, China",5.1,movie,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
Sado: Saunado ,0,200000,7,93,Feature Long,Unknown,Other,Other,6.455628797249827,movie,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Sado: Saunado 2021 ,0,200000,7,93,Feature Long,Unknown,Other,Other,6.455628797249827,movie,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Safe House,0,200000,2,115,Feature Long,"Action, Thriller","English, Afrikaans","South Africa, United States, Japan",6.7,movie,1.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0
Safe House,0,200000,2,115,Feature Long,"Action, Thriller","English, Afrikaans","South Africa, United States, Japan",6.7,movie,1.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0
Saga of Tanya the Evil: The Movie ,0,200000,5,115,Feature Long,"Animation, Action, Adventure",Japanese,Japan,7.5,movie,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
Sahara (2005),0,200000,7,93,Feature Long,Unknown,Other,Other,6.455628797249827,movie,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Sailor Moon R ,0,200000,2,61,Medium Long,"Animation, Action, Comedy",Japanese,Japan,7.7,movie,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
Saladin ,0,200000,2,194,Long,"Action, Adventure, Drama",Arabic,Egypt,7.5,movie,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Sam Jay: 3 In The Morning,1,200000,8,64,Medium Long,Comedy,English,United States,6.5,movie,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Sam Smith: Love Goes - Live at Abbey Road Studios,0,200000,7,93,Feature Long,Unknown,Other,Other,6.455628797249827,movie,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Sarah & Duck,0,200000,7,93,Feature Long,Unknown,Other,Other,6.455628797249827,movie,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Sarah & Duck,0,200000,7,93,Feature Long,Unknown,Other,Other,6.455628797249827,movie,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Sarah & Duck,0,200000,7,93,Feature Long,Unknown,Other,Other,6.455628797249827,movie,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Sarah Silverman A Speck of Dust,1,200000,5,71,Medium Long,Comedy,English,United States,6.9,movie,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Sarbath,0,200000,6,112,Feature Long,"Comedy, Drama",Tamil,India,5.7,movie,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Satan's Slaves ,0,200000,9,107,Feature Long,"Drama, Horror, Mystery",Indonesian,"Indonesia, South Korea",6.5,movie,1.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Saving Capitalism,1,200000,11,73,Medium Long,Documentary,English,United States,6.8,movie,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Saving Zoë,0,200000,12,95,Feature Long,"Crime, Drama, Mystery",English,United States,5.4,movie,1.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Saw III,0,200000,10,108,Feature Long,"Horror, Mystery, Thriller",English,"Canada, United States",6.2,movie,1.0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
Saw IV,0,200000,10,93,Feature Long,"Horror, Mystery, Thriller",English,"Canada, United States",5.9,movie,1.0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
Saw: The Final Chapter,0,200000,7,93,Feature Long,Unknown,Other,Other,6.455628797249827,movie,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Sayed the Servant ,0,200000,7,93,Feature Long,Unknown,Other,Other,6.455628797249827,movie,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Scarlet Innocence ,0,200000,4,113,Feature Long,"Drama, Romance, Thriller",Korean,South Korea,5.9,movie,1.0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Scattered Barriers ,0,200000,6,30,Short,Drama,Arabic,United Arab Emirates,7.128755772989536,series,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
Schlag den Star LIVE - 2020,0,200000,7,93,Feature Long,Unknown,Other,Other,6.455628797249827,movie,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
School of Roars,0,200000,2,30,Short,"Animation, Family",English,United Kingdom,7.5,series,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1
Se son rose,0,200000,11,90,Medium Long,Comedy,Italian,Italy,5.4,movie,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Sea Fever,0,200000,4,95,Feature Long,"Drama, Horror, Mystery","English, Irish Gaelic","Ireland, United Kingdom, Sweden, Belgium",5.8,movie,1.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0
SeaChange,0,200000,5,60,Medium,"Comedy, Drama",English,Australia,8.1,series,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
SeaChange,0,200000,5,60,Medium,"Comedy, Drama",English,Australia,8.1,series,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
Seberg,0,200000,5,102,Feature Long,"Biography, Drama, Thriller","English, French","United Kingdom, United States",6.0,movie,1.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0
Secret ,0,200000,7,101,Feature Long,"Drama, Music, Romance","Mandarin, English","Hong Kong, Taiwan",7.5,movie,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
Secret Romance ,0,200000,7,102,Feature Long,Short,English,USA,6.014767220926028,movie,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Secret Sunshine ,0,200000,12,142,Long,Drama,Korean,South Korea,7.5,movie,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Secret Wars ,0,200000,3,30,Short,Documentary,English,Singapore,7.0733677822417755,series,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
See for Me,0,200000,1,92,Feature Long,"Crime, Drama, Horror",English,Canada,5.8,movie,1.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
See How They Run ,0,200000,9,98,Feature Long,"Comedy, Crime, Mystery","English, Neapolitan, French","United States, United Kingdom",6.5,movie,1.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0
"See No Evil, Hear No Evil",0,200000,5,103,Feature Long,"Comedy, Crime",English,United States,6.8,movie,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Seeing Allred,1,200000,2,96,Feature Long,"Documentary, Biography",English,United States,7.3,movie,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Seeking a Friend for the End of the World,0,200000,6,101,Feature Long,"Adventure, Comedy, Drama",English,United States,6.7,movie,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Semi-Soet,0,200000,2,107,Feature Long,"Comedy, Romance",Afrikaans,South Africa,6.9,movie,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Senario Lagi,0,200000,5,118,Feature Long,"Adventure, Comedy, Family",Malay,Malaysia,7.1,movie,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Sergio & Gasten: Limited Series ,0,200000,7,93,Feature Long,Unknown,Other,Other,6.455628797249827,movie,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Serial (Bad) Weddings ,0,200000,1,99,Feature Long,"Comedy, Drama","French, Hebrew, Portuguese, Arabic",France,6.1,movie,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
Serial Cook ,0,200000,7,93,Feature Long,Unknown,Other,Other,6.455628797249827,movie,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Servants of War ,0,200000,8,110,Feature Long,"Crime, Drama, Thriller",Polish,Poland,5.2,movie,1.0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Seven (Telugu) (2019),0,200000,7,93,Feature Long,Unknown,Other,Other,6.455628797249827,movie,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Seven Psychopaths,0,200000,10,110,Feature Long,"Comedy, Crime","English, Vietnamese","United Kingdom, United States",7.1,movie,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0
Seven Years of Night ,0,200000,7,93,Feature Long,Unknown,Other,Other,6.455628797249827,movie,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"sex, lies, and videotape",0,200000,9,100,Feature Long,Drama,English,United States,7.2,movie,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Shadow ,0,200000,9,116,Feature Long,"Action, Adventure, Fantasy",Mandarin,"China, Hong Kong",7.0,movie,1.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Shadow Parties,0,200000,9,116,Feature Long,Action,Other,Other,7.0,movie,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Shame (2011),0,200000,7,93,Feature Long,Unknown,Other,Other,6.455628797249827,movie,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Shawn Mendes: In Wonder,1,200000,11,83,Medium Long,"Documentary, Music",English,United States,6.5,movie,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Shawn Mendes: Live in Concert,1,200000,11,88,Medium Long,Music,English,"United Kingdom, United States",7.2,movie,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
Shepherds and Butchers,0,200000,3,102,Feature Long,"Crime, Drama, Mystery","English, Afrikaans","South Africa, United States, Germany",6.8,movie,1.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0
Sherina's Adventure ,0,200000,6,112,Feature Long,"Adventure, Comedy, Drama",Indonesian,Indonesia,7.8,movie,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Sherpa,0,200000,4,96,Feature Long,Documentary,"Nepali, English, Chinese","Australia, Nepal",7.6,movie,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
Shinjuku Swan ,0,200000,5,139,Long,"Action, Crime, Drama",Japanese,Japan,6.0,movie,1.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Shinjuku Swan 2 ,0,200000,7,93,Feature Long,Unknown,Other,Other,6.455628797249827,movie,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Shootout at Lokhandwala ,0,200000,5,122,Long,"Action, Crime, Drama",Hindi,India,7.1,movie,1.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Showtime (2002),0,200000,7,93,Feature Long,Unknown,Other,Other,6.455628797249827,movie,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Shéhérazade,0,200000,5,109,Feature Long,"Drama, Romance, Thriller",French,France,7.0,movie,1.0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Sid & Aya: Not a Love Story,0,200000,5,94,Feature Long,Drama,"Tagalog, Filipino",Philippines,6.8,movie,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Silent Tokyo ,0,200000,12,99,Feature Long,"Action, Crime, Thriller",Japanese,Japan,5.4,movie,1.0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Sillu Karuppatti,0,200000,12,153,Long,"Drama, Romance",Tamil,India,8.0,movie,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Sing On! Germany,1,200000,8,30,Short,"Game-Show, Music, Reality-TV",German,Germany,5.6,series,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
Sing On! Spain ,1,200000,7,30,Short,"Game-Show, Music",Spanish,Spain,6.3,series,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
Singing All Along ,0,200000,7,45,Medium,"History, Romance",Chinese,China,8.0,series,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
Singleholic,0,200000,2,104,Feature Long,Romance,English,United States,6.3,movie,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Sinkhole ,0,200000,8,117,Feature Long,"Action, Comedy, Drama",Korean,South Korea,6.2,movie,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Sissi: The Fateful Years of the Empress ,0,200000,7,93,Feature Long,Unknown,Other,Other,6.455628797249827,movie,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Sissi: The Young Empress ,0,200000,10,30,Short,Animation,"English, French, Italian",Italy,7.6,series,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1
Sisters on Track,1,200000,6,96,Feature Long,"Documentary, Sport",English,United States,6.1,movie,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
Sky of Love ,0,200000,11,120,Feature Long,"Drama, Romance",Japanese,Japan,6.8,movie,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Slay,0,200000,4,93,Feature Long,Comedy,English,South Africa,3.7,movie,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Slither (2006),0,200000,7,93,Feature Long,Unknown,Other,Other,6.455628797249827,movie,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Slumdog Millionaire,0,200000,12,120,Feature Long,"Crime, Drama, Romance","English, Hindi, French, German","United Kingdom, France, United States",8.0,movie,1.0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0
Smilla's Sense of Snow ,0,200000,2,121,Long,"Crime, Drama, Mystery","English, Inuktitut","Denmark, Germany, Sweden",6.3,movie,1.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
Snakes and Earrings ,0,200000,9,123,Long,Thriller,Japanese,Japan,6.2,movie,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Sniff the Dog the War Hero ,0,200000,7,93,Feature Long,Unknown,Other,Other,6.455628797249827,movie,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
So Connected,0,200000,5,111,Feature Long,Romance,"Filipino, Tagalog",Philippines,7.3,movie,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Sofía Niño de Rivera: Exposed ,0,200000,7,93,Feature Long,Unknown,Other,Other,6.455628797249827,movie,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Sofía Niño de Rivera: Selección Natural,0,200000,3,62,Medium Long,Comedy,Spanish,Mexico,6.8,movie,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Someday in Heaven ,0,200000,7,93,Feature Long,Unknown,Other,Other,6.455628797249827,movie,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Something Borrowed,0,200000,5,112,Feature Long,"Comedy, Drama, Romance",English,United States,5.8,movie,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Song Exploder,1,200000,10,30,Short,"Documentary, Music",English,United States,7.4,series,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
Soni ,1,200000,1,97,Feature Long,"Crime, Drama",Hindi,India,7.1,movie,1.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Sonny Boy (2011),0,200000,7,93,Feature Long,Unknown,Other,Other,6.455628797249827,movie,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Sons Of 'Ndrangheta ,0,200000,1,126,Long,"Crime, Drama",Italian,Italy,6.7,movie,1.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Sonsuz Aşk,0,200000,3,114,Feature Long,"Drama, Romance",Turkish,Turkey,6.1,movie,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Sorry for the Delay ,0,200000,7,93,Feature Long,Unknown,Other,Other,6.455628797249827,movie,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Sound of Metal,0,200000,12,120,Feature Long,"Drama, Music","English, American Sign , French, Persian",United States,7.7,movie,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
South of the River,0,200000,11,97,Feature Long,Drama,English,United Kingdom,6.3,movie,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
SP: The Motion Picture Episode V ,0,200000,7,93,Feature Long,Unknown,Other,Other,6.455628797249827,movie,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
SP: The Motion Picture Episode VI<The Final Episode> ,0,200000,7,93,Feature Long,Unknown,Other,Other,6.455628797249827,movie,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Space Battleship Yamato 2199 ,0,200000,4,30,Short,"Animation, Action, Adventure",Japanese,"Japan, United States",8.1,series,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1
Spelling the Dream,1,200000,6,82,Medium Long,Documentary,English,United States,6.9,movie,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Spookley and the Christmas Kittens,0,200000,12,44,Medium,"Animation, Short, Adventure",English,United States,4.7,movie,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
Spree (2020),0,200000,8,102,Feature Long,Unknown,Other,Other,6.415915523692127,movie,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
